article_key,english_source,spanish_source,guide_stub,english_url,spanish_url,english_http_2026_09_25,spanish_http_2026_09_25,publication,english_original_sha256,spanish_original_sha256
audience/lists-and-segments.md,_i18n/en/audience/lists-and-segments.md,_i18n/es/audience/lists-and-segments.md,_audience/lists-and-segments.md,https://help.hellotext.com/lists-and-segments,https://help.hellotext.com/es/listas-y-segmentos,200,200,published_original,775f16e21ce004e974fd9ab0cce3db2e560a92509992024ecdbcad3b98582bfb,3eda69e8a23a2f12282603995a70e352a288ca76ec366983abf9fb1b61332888
audience/lists.md,_i18n/en/audience/lists.md,_i18n/es/audience/lists.md,_audience/lists.md,https://help.hellotext.com/lists,https://help.hellotext.com/es/listas,200,200,published_original,00c9f8e607b3fb2194da127cb433cb558ab1f71451acd7b8a034460967b79b52,f27b40724ad4ed576383fa6f7900f94bb0e3e2c09d170a7631f3ac56543830e7
audience/personalization-tags.md,_i18n/en/audience/personalization-tags.md,_i18n/es/audience/personalization-tags.md,_audience/personalization-tags.md,https://help.hellotext.com/personalization-tags,https://help.hellotext.com/es/etiquetas-personalizacion,200,200,published_original,ec9f4503b45a9bbf365500f4934434d98f27e3cd64f1747955317b8066b89558,4ecca31f141d89644cc8b2c9ca5083f16bc9065ef8ac74af096462573ad1283c
audience/segments.md,_i18n/en/audience/segments.md,_i18n/es/audience/segments.md,_audience/segments.md,https://help.hellotext.com/segments,https://help.hellotext.com/es/segmentos,200,200,published_original,b8b6171a1673bf4129aaa870b99fe1ad1628e9141fdcc1f2da24595f8622b68b,6497a923d9d9822c4b5bc845a7fde9dcd0c37c10afb89e50588f50e2ba689892
billing/billing-overview.md,_i18n/en/billing/billing-overview.md,_i18n/es/billing/billing-overview.md,_billing/billing-overview.md,https://help.hellotext.com/pricing-billing-plans-overview,https://help.hellotext.com/es/resumen-precios-facturacion-planes,200,200,published_original,993de26beaf56e9835f6a2bbabac1993203f6bd9d2b4229ad71b405f980b53cc,bd101998278dc96914ca7b43e752880ecf77d7112159fb3b545cca54f2e5cd4e
billing/billing-settings-and-invoices.md,_i18n/en/billing/billing-settings-and-invoices.md,_i18n/es/billing/billing-settings-and-invoices.md,_billing/billing-settings-and-invoices.md,https://help.hellotext.com/billing-settings-and-invoices,https://help.hellotext.com/es/facturacion-metodos-pago-facturas,200,200,published_original,7ebda8521a1cb522709e44ea4d8d862d4097cc81d0fe1d3bf71c2f8d21c052f8,b96f04d981fbdeb1f76cf4124e4a0103a8707394da5f4e9bcd5cff00305cadd0
billing/billing-troubleshooting.md,_i18n/en/billing/billing-troubleshooting.md,_i18n/es/billing/billing-troubleshooting.md,_billing/billing-troubleshooting.md,https://help.hellotext.com/billing-troubleshooting,https://help.hellotext.com/es/solucionar-dudas-facturacion,200,200,published_original,2e4532c4ff0927e35e011b457a39c5e32e415245c67f6e551f142a9b7f9f06d6,adc19c3405913cacf337f821c9b39a84d2365b077b13d5d79c979619079a8bb5
billing/change-or-cancel-your-plan.md,_i18n/en/billing/change-or-cancel-your-plan.md,_i18n/es/billing/change-or-cancel-your-plan.md,_billing/change-or-cancel-your-plan.md,https://help.hellotext.com/change-or-cancel-your-plan,https://help.hellotext.com/es/cambiar-o-cancelar-plan,200,200,published_original,80bc8501219b47fc536186fd1ef8d62b4656f0830773f4b657eb922c17612986,b9219236a09a644f56ad684f442acbe3ef5f3bb6f7f02a85c6ed9cefcf0b5ff3
billing/fair-use-message-policy.md,_i18n/en/billing/fair-use-message-policy.md,_i18n/es/billing/fair-use-message-policy.md,_billing/fair-use-message-policy.md,https://help.hellotext.com/fair-use-message-policy,https://help.hellotext.com/es/politica-fair-use-mensajes,200,200,published_original,2a3b66b11c501c8c462d47ed7c2f4cce2521b8ffcf6c4bfc0b421eb55a1cadec,37db20bd096dfcfa39f49567cbfe55a2453f657cf434f46ed31eceb1bc6f07e4
billing/how-pricing-works.md,_i18n/en/billing/how-pricing-works.md,_i18n/es/billing/how-pricing-works.md,_billing/how-pricing-works.md,https://help.hellotext.com/how-pricing-works,https://help.hellotext.com/es/explicacion-de-tarifas,200,200,published_original,96e59b2cf33a0b60e3322e4f86ad609639d9d299819b0476a2ac91f3d8bb3a78,24748647113ee21ef9ee3e73972d84149df92cca3a0d7965cdea93784c47ebe7
billing/performance-fee-calculation.md,_i18n/en/billing/performance-fee-calculation.md,_i18n/es/billing/performance-fee-calculation.md,_billing/performance-fee-calculation.md,https://help.hellotext.com/performance-fee-calculation,https://help.hellotext.com/es/calculo-tarifa-rendimiento,200,200,published_original,cf8ee2ee7f71fecab2d6532a5c2bc3ecc151b37a73162789c3916a5aea87f2c1,b3fa11e9c75a9893f03badfcdd63d9b1c2500e89d9ea9a6821e96488726528ab
billing/sms-pricing-and-number-types.md,_i18n/en/billing/sms-pricing-and-number-types.md,_i18n/es/billing/sms-pricing-and-number-types.md,_billing/sms-pricing-and-number-types.md,https://help.hellotext.com/sms-pricing-and-number-types,https://help.hellotext.com/es/precios-sms-tipos-remitente,200,200,published_original,95479c0f95fd0b4ad234e41df3a6cbc68a4f570d58cc9317ba75ab995ac5f6cd,255e5058155f60cf4a56739e95674bc171f7d58f6a32285b916dad23b770a711
billing/understanding-plan-quotas.md,_i18n/en/billing/understanding-plan-quotas.md,_i18n/es/billing/understanding-plan-quotas.md,_billing/understanding-plan-quotas.md,https://help.hellotext.com/understanding-plan-quotas,https://help.hellotext.com/es/conociendo-los-consumos-del-plan,200,200,published_original,36c19794df09ddca296def482b17ac2929e7895d742177789ad076a3e120099a,334f1523b3ac92e8f7dba93132c01ee135d100ce3faea1b492b441deb985abe5
billing/whatsapp-fees.md,_i18n/en/billing/whatsapp-fees.md,_i18n/es/billing/whatsapp-fees.md,_billing/whatsapp-fees.md,https://help.hellotext.com/whatsapp-fees,https://help.hellotext.com/es/tarifas-meta-whatsapp,200,200,published_original,5bb7a5cb14f2df663184e50be30d483d66061cb903e556576890bf9ce54eb5e3,9d535a0509c2f966379b58cdfc1449803169edf235e915646f2af9a20e2a2f0d
campaigns/campaign-best-practices.md,_i18n/en/campaigns/campaign-best-practices.md,_i18n/es/campaigns/campaign-best-practices.md,_campaigns/campaign-best-practices.md,https://help.hellotext.com/campaign-best-practices,https://help.hellotext.com/es/buenas-practicas-campanas,200,200,published_original,b05f19d49b164c65c723208314059e8ac4794e7484ab86863ac612950f9d2345,6c6129f5e8b14a2857e6d9ae3a7cdb9f1a5e7bd157a3c377c62963a2d5371e53
campaigns/campaigns-overview.md,_i18n/en/campaigns/campaigns-overview.md,_i18n/es/campaigns/campaigns-overview.md,_campaigns/campaigns-overview.md,https://help.hellotext.com/campaigns-broadcasts-overview,https://help.hellotext.com/es/resumen-campanas-broadcasts,200,200,published_original,454f31812755ab2c41739ca9031ee56f0cf5b71ed9fc6dd40d4920c1f1bc4f5e,efa272ed0d1ca3edda8699034d90d5b1fa83c3ae2ff0e32c9d72e3c13f68520c
campaigns/creating-a-campaign.md,_i18n/en/campaigns/creating-a-campaign.md,_i18n/es/campaigns/creating-a-campaign.md,_campaigns/creating-a-campaign.md,https://help.hellotext.com/creating-a-campaign,https://help.hellotext.com/es/crear-una-campaña,200,200,published_original,19adb6ec90264877c75644386875e67042806262d82086db7b7b3c2b2efdf34e,46f5b2cd0daf0b8ee007174beb4b739941bd4bcf026d8e2329a7c86787e987c3
captures/capture-overview.md,_i18n/en/captures/capture-overview.md,_i18n/es/captures/capture-overview.md,_captures/capture-overview.md,https://help.hellotext.com/capture-tools-overview,https://help.hellotext.com/es/resumen-herramientas-captura,200,200,published_original,615831305f3175fa37aa13f882a242839aeac21848c7921652c5bc0b6b700935,e880d174931820336920d7c0cf2d462814499b6ac5f01e79823bac80ef467d97
captures/forms.md,_i18n/en/captures/forms.md,_i18n/es/captures/forms.md,_captures/forms.md,https://help.hellotext.com/forms,https://help.hellotext.com/es/formularios,200,200,published_original,833b83da7ef84c53293ce3ddf728ac8dbeb87ff923757b0b59353cee14ea06de,502ead604739e32f924874fafc2bd589647b344ff778230de6e1a1ea7ab39242
captures/property-collector-playbook.md,_i18n/en/captures/property-collector-playbook.md,_i18n/es/captures/property-collector-playbook.md,_captures/property-collector-playbook.md,https://help.hellotext.com/property-collector-playbook,https://help.hellotext.com/es/recolector-propiedades,200,200,published_original,2124bba3eb535feb887bd1c26a6545ab4de73f9846173632f1c9a88acd5d9086,7cf9f5f25d2aca46a48c2dcab10f640762feaf8b935012e357b976bb549cd5fb
captures/qr-codes.md,_i18n/en/captures/qr-codes.md,_i18n/es/captures/qr-codes.md,_captures/qr-codes.md,https://help.hellotext.com/qr-codes,https://help.hellotext.com/es/codigos-qr,200,200,published_original,9d82e62136d4fc0c9318706f81e3e81c0faab337bb8987632e8fc89257c12815,cba3c36db7a03201f06154647ed96fb9804811af1785b507382ffdfd641e2e1a
captures/shareable-link.md,_i18n/en/captures/shareable-link.md,_i18n/es/captures/shareable-link.md,_captures/shareable-link.md,https://help.hellotext.com/shareable-link,https://help.hellotext.com/es/link-compartible,200,200,published_original,a29c2c7a79c678e5778f72ee9014590c93617cec5a5f1e28500c3f82cae75e1d,bf1ea20429a12d3f97f675a8e3d95fc6cf8717a5a7267bf4702bd4e523339419
captures/shopify-checkout.md,_i18n/en/captures/shopify-checkout.md,_i18n/es/captures/shopify-checkout.md,_captures/shopify-checkout.md,https://help.hellotext.com/shopify-checkout,https://help.hellotext.com/es/shopify-checkout,200,200,published_original,53b0ea3ce6c0fece2c42bd64ab636e312de16f8ca54c4a5802c2adf040c677e6,2e2ea4cfc1073c9d95a45d0ea5b23ed7388556ccd4d166235901efbfc601505e
captures/subscriber-booster-playbook.md,_i18n/en/captures/subscriber-booster-playbook.md,_i18n/es/captures/subscriber-booster-playbook.md,_captures/subscriber-booster-playbook.md,https://help.hellotext.com/subscriber-booster-playbook,https://help.hellotext.com/es/impulsor-suscriptores,200,200,published_original,73a7a6d3a311ca51d9d5bdc3ffb65802d2b9fee7ea8711f2f387adbcdcdd541d,aca8808af839f319d2ea5c1f735554c5271676ffdc844beb69f7de5b61db3490
captures/webchat-widget-playbook.md,_i18n/en/captures/webchat-widget-playbook.md,_i18n/es/captures/webchat-widget-playbook.md,_captures/webchat-widget-playbook.md,https://help.hellotext.com/webchat-widget-playbook,https://help.hellotext.com/es/widget-webchat,200,200,published_original,e3ed967e990ff600dce0984d6934e224687aa25ca5b97a44828fb6f23603fbf6,57422334a2e3d1b6e2c293eb4b0424ff7081887ecd7544f8495a2e421a488312
captures/website-popup.md,_i18n/en/captures/website-popup.md,_i18n/es/captures/website-popup.md,_captures/website-popup.md,https://help.hellotext.com/website-popup,https://help.hellotext.com/es/popup-sitio-web,200,200,published_original,baf2404028a8266c63ad11d48ea096c76af743e20abe0270d1c261e8cc2afe26,1a8e8d050b9cbe0ca84cc3161d570662ecb48645dcd31e5bc07a4a5bb9658d0c
captures/wix-checkout.md,_i18n/en/captures/wix-checkout.md,_i18n/es/captures/wix-checkout.md,_captures/wix-checkout.md,https://help.hellotext.com/wix-checkout,https://help.hellotext.com/es/wix-checkout,200,200,published_original,7b626421b55e3cb6a60ad27e102807c634fd63f84277495d161db2ece7134f89,7e53dc6cc67e76625ace78ce774d3fdc5606e97d91fa8fafa4aaca86724d7f51
developers/api.md,,,_developers/api.md,https://help.hellotext.com/api,https://help.hellotext.com/es/api,200,200,redirect_stub,,
developers/coupons-with-api.md,_i18n/en/developers/coupons-with-api.md,_i18n/es/developers/coupons-with-api.md,_developers/coupons-with-api.md,https://help.hellotext.com/coupons-with-api,https://help.hellotext.com/es/cupones-con-api,200,200,published_original,dcbd545a85a75b005db75970bc90d155a32b5a311bbf17d40cfd44ef210ae986,39231509c54f2944074dd93f2cdba7a37a8e9cceaf5e24abfa9504672ace9462
developers/custom-actions.md,_i18n/en/developers/custom-actions.md,_i18n/es/developers/custom-actions.md,_developers/custom-actions.md,https://help.hellotext.com/custom-actions,https://help.hellotext.com/es/acciones-personalizadas,200,200,published_original,7fc29ed30fd004b2f4aac18dea487fccd18a08daca1226af2345fa641717d8dc,cd8a93f9bab295ca6093e4694a6939cbaa6d51959e14a8de9c171b19b1fa771e
developers/custom-store-integration.md,_i18n/en/developers/custom-store-integration.md,_i18n/es/developers/custom-store-integration.md,_developers/custom-store-integration.md,https://help.hellotext.com/integrate-custom-store,https://help.hellotext.com/es/integrar-tienda-personalizada,200,200,published_original,d1e118128265b3addc4a3f78dab957c01243891c2c653fbc724d963bfe2712a2,73ee87a80021d3caa46902942c89598b42ad8fcf4093cc4d447a1fd55dd142ea
developers/developers-overview.md,_i18n/en/developers/developers-overview.md,_i18n/es/developers/developers-overview.md,_developers/developers-overview.md,https://help.hellotext.com/developers-api-overview,https://help.hellotext.com/es/resumen-desarrolladores-api,200,200,published_original,5ce34b402584f039aaba6ddb227daf3f2b29d28dcfa390781cab11797be2b46c,73a8f166f1c2220a0609ad7345d06f675d169bd39528f95bf5984abc0743636d
developers/external-tracking.md,_i18n/en/developers/external-tracking.md,_i18n/es/developers/external-tracking.md,_developers/external-tracking.md,https://help.hellotext.com/external-tracking,https://help.hellotext.com/es/seguimiento-externo,200,200,published_original,51e5ea2548cdfafbf24ef503cae32079722068e610aaa6981e688e7206b4a207,9ea9b41e358ab638f9d364e6debe8f244e6111b5be0e4dc81a11aa797324a153
developers/objects.md,_i18n/en/developers/objects.md,_i18n/es/developers/objects.md,_developers/objects.md,https://help.hellotext.com/objects,https://help.hellotext.com/es/objetos,200,200,published_original,d639ea682795fefb1879f7cbb31b5df65c2e3af8bbf2e4ab2715ce55f4eff9a3,f3b6eaea8c0e2ec20ab518a8461dfc7d7c09fa9a720718cd704c3d8655fdfe75
developers/orders-with-api.md,_i18n/en/developers/orders-with-api.md,_i18n/es/developers/orders-with-api.md,_developers/orders-with-api.md,https://help.hellotext.com/orders-with-api,https://help.hellotext.com/es/pedidos-con-api,200,200,published_original,70dcf8b7128da314fda211b8b4f363ee1e0321e25473413304f98a3fc52ac44d,584f58190a8377e723db44ca0dfe0f2b1151ecfb66df23ca1fe13df8c2ecc5d5
developers/products-and-inventory-with-api.md,_i18n/en/developers/products-and-inventory-with-api.md,_i18n/es/developers/products-and-inventory-with-api.md,_developers/products-and-inventory-with-api.md,https://help.hellotext.com/products-and-inventory-with-api,https://help.hellotext.com/es/productos-inventario-con-api,200,200,published_original,61e5d4b247026c580268b40d542788444663d91fee7fc9125f6bc4c04edfa761,cd01e61a8135cfab5f9393136d40d66bee4284b42c2a822ec6f4f82a636f9544
developers/send-messages-with-api.md,_i18n/en/developers/send-messages-with-api.md,_i18n/es/developers/send-messages-with-api.md,_developers/send-messages-with-api.md,https://help.hellotext.com/send-messages-with-api,https://help.hellotext.com/es/enviar-mensajes-con-api,200,200,published_original,0b15c282a9f53bea3778b60eb22758d49c4667c5130ccf774d8d1881ca33a321,c1db668d7d61675d8f686941d544347ef911c7b797a8de8b1d8cf183f4e4c99c
developers/send-sms-with-api.md,_i18n/en/developers/send-sms-with-api.md,_i18n/es/developers/send-sms-with-api.md,_developers/send-sms-with-api.md,https://help.hellotext.com/send-sms-with-api,https://help.hellotext.com/es/enviar-sms-con-api,200,200,published_original,75c3677027ccf130f8709c0317e94fb8838005f341d233291500b3c5f9530826,728a4bfe5d500b49b80cf5afc23bf06effb197f762ada6d5272583d5283ba03b
developers/setup-push-with-hellotext-js.md,_i18n/en/developers/setup-push-with-hellotext-js.md,_i18n/es/developers/setup-push-with-hellotext-js.md,_developers/setup-push-with-hellotext-js.md,https://help.hellotext.com/setup-push-with-hellotext-js,https://help.hellotext.com/es/configurar-push-con-hellotext-js,200,200,published_original,770a37e776567668b86aff7582e44382a6389b52082dbc35f8a9f155ff07d7b0,351e328befc0d17c28ec73fab62ebedf860d7f784e9d514098ed5fe53b907fa7
developers/templates-with-api.md,_i18n/en/developers/templates-with-api.md,_i18n/es/developers/templates-with-api.md,_developers/templates-with-api.md,https://help.hellotext.com/templates-with-api,https://help.hellotext.com/es/plantillas-con-api,200,200,published_original,277c5a7c79b9c6e8ecfe07f5fca5a36ee29ae073dc448a5f1108da2452b86fad,782b179cb49052744407504099f8da2a7c5fb24e2ce9e784f78c6cd529464da5
developers/tracking-events.md,_i18n/en/developers/tracking-events.md,_i18n/es/developers/tracking-events.md,_developers/tracking-events.md,https://help.hellotext.com/tracking-events,https://help.hellotext.com/es/seguimiento-de-eventos,200,200,published_original,e39ef0fae9334ecaff7b31edece0b0ab9667c1b3073e5ab8c20176b7ed6d8f85,4a4356f18ba120333f307143d76ad75df575b770cb86ce243ca1539965555ad1
developers/tracking-on-campaigns-and-journeys.md,_i18n/en/developers/tracking-on-campaigns-and-journeys.md,_i18n/es/developers/tracking-on-campaigns-and-journeys.md,_developers/tracking-on-campaigns-and-journeys.md,https://help.hellotext.com/tracking-on-campaigns-and-journeys,https://help.hellotext.com/es/seguimiento-en-campañas-y-rutas,200,200,published_original,8a4f79c3ac5f4942b43ade4fbff4ba42aef9be9d452957f9c21057cda986182d,a14bb2a404f2f7c86d7a1af3c7c964b551bb52abdcbb15d2ea06d1304d109c09
developers/tracking-unidentified-customers.md,_i18n/en/developers/tracking-unidentified-customers.md,_i18n/es/developers/tracking-unidentified-customers.md,_developers/tracking-unidentified-customers.md,https://help.hellotext.com/tracking-unidentified-customers,https://help.hellotext.com/es/seguimiento-de-clientes-no-identificados,200,200,published_original,18cc6707afd8ce89daf911512247169dd175ddba2e82a1d1a22fb964b4409a1a,b138a213dd80616b67e504e1aa9814606025faea7bc1981245cfa8fc36b90ef6
developers/troubleshoot-custom-integration.md,_i18n/en/developers/troubleshoot-custom-integration.md,_i18n/es/developers/troubleshoot-custom-integration.md,_developers/troubleshoot-custom-integration.md,https://help.hellotext.com/troubleshoot-custom-integration,https://help.hellotext.com/es/solucionar-integracion-personalizada,200,200,published_original,f96a26f4ffe4c27ca1c01132a88cf5b521b05a29f70ca829f65aa05f3416704c,54706bce0a47e8d4aca6f15ac3ca4c6856e6310fae8f1ccb401d39733e480f62
getting-started/first-wins-starter-pack.md,_i18n/en/getting-started/first-wins-starter-pack.md,_i18n/es/getting-started/first-wins-starter-pack.md,_getting-started/first-wins-starter-pack.md,https://help.hellotext.com/first-wins-starter-pack,https://help.hellotext.com/es/primeros-logros-recomendados,200,200,published_original,11acc54f9cdcab782a6e2638d0f8c9c50e7f4db7b1be0b9b4143181990d9af87,9174d08821081fe4e0bc6cef5b1594e3647b41be3e2b2b072b11b12667f23f90
getting-started/frequent-questions.md,_i18n/en/getting-started/frequent-questions.md,_i18n/es/getting-started/frequent-questions.md,_getting-started/frequent-questions.md,https://help.hellotext.com/frequent-questions,https://help.hellotext.com/es/preguntas-frecuentes,200,200,published_original,b3ac9c1e27153a76534cba38c00d6e87804cd9ea9e35e2676be2f427b006ce39,99b672cbb60ec355e9f035bf5008c433dd317622cbc008784061b770ac26e71f
